#Epoch 	  Loss mean 	 free energy mean 	 reconstruction error mean	 validation free energy mean 	 comparison_free_energy_mean
276	-0.151346554337	-183.841091246	0.171642927731	-183.565759296	-183.752680552
277	-0.143813414684	-183.976305457	0.171320559069	-183.763831772	-183.946682464
278	-0.151663504505	-184.062911326	0.171522368459	-183.773443733	-183.959431781
279	-0.135747718354	-184.094006336	0.171474506557	-183.716495207	-183.902815114
280	-0.141200255787	-184.195653962	0.171197368424	-183.816963269	-184.007527971
281	-0.133626514873	-184.247418869	0.170920394847	-184.159833167	-184.334502232
282	-0.137348741393	-184.34633185	0.171075986702	-183.69532845	-183.894470173
283	-0.144416149656	-184.396618033	0.171199671187	-184.085478155	-184.272382776
284	-0.129928323241	-184.427137948	0.170543914594	-184.223570318	-184.411163086
285	-0.136963938535	-184.512257212	0.171151151359	-184.287006446	-184.472897727
286	-0.131308897689	-184.519151083	0.170848190753	-184.164354234	-184.355080062
287	-0.127990558502	-184.620629317	0.170801973641	-184.364741253	-184.552703934
288	-0.128551337849	-184.677413762	0.17081957232	-184.653858534	-184.838148532
289	-0.140559275932	-184.71688737	0.170828453977	-184.56085092	-184.756700787
290	-0.125136169947	-184.838955036	0.170712335423	-184.604014952	-184.79014506
291	-0.13853591045	-184.888745934	0.170858388261	-184.730526606	-184.912105525
292	-0.147396961864	-185.007346859	0.170832072355	-184.751605194	-184.937073796
293	-0.125948725627	-185.071790592	0.170531579005	-185.087961569	-185.261114788
294	-0.149562724235	-185.083101259	0.170545558976	-184.714038734	-184.901183097
295	-0.12956995152	-185.136089512	0.170605592116	-184.998529634	-185.18104262
296	-0.118063646436	-185.279161336	0.17031990136	-185.006280301	-185.192835727
297	-0.135326562307	-185.282075564	0.170780098454	-185.082470728	-185.275328445
298	-0.127801278592	-185.406456353	0.170544243345	-185.358832996	-185.543883522
299	-0.145288140545	-185.497205707	0.170511842339	-185.207931255	-185.391163741
300	-0.130057009478	-185.581667426	0.17040328945	-185.154973798	-185.350863574
301	-0.109999856015	-185.590932807	0.1705029604	-185.656557013	-185.837601766
302	-0.113227675158	-185.65965376	0.17038207233	-185.265133372	-185.460038317
303	-0.164432002834	-185.694128969	0.170484703826	-185.577036105	-185.766199509
304	-0.126497622329	-185.8201181	0.170375164465	-185.494872542	-185.684552049
305	-0.115141985992	-185.826968164	0.17033124988	-185.734204758	-185.923637798
306	-0.129880659875	-185.963279658	0.170375328958	-185.351586931	-185.545626107
307	-0.122985408891	-185.996291924	0.170237664439	-185.928724122	-186.113212423
308	-0.117481115022	-186.102414716	0.170200822228	-185.891894072	-186.076627048
309	-0.1255251638	-186.109725266	0.170216118333	-185.414065608	-185.609330612
310	-0.126570810715	-186.169876468	0.17030197371	-186.108822278	-186.289692905
311	-0.140886541431	-186.354947961	0.170375658038	-186.116242707	-186.300680651
312	-0.133903513741	-186.372559819	0.170170394512	-186.094139262	-186.284865678
313	-0.110976520875	-186.404261252	0.170159704105	-186.082387027	-186.272333165
314	-0.118118627706	-186.526223248	0.170196052617	-186.03187834	-186.229622771
315	-0.113195751196	-186.603690893	0.169957565618	-186.358004802	-186.547224923
316	-0.116356522549	-186.62854348	0.169919901239	-186.571009425	-186.755021
317	-0.133040789927	-186.725103765	0.169891776474	-186.314791471	-186.511950565
318	-0.127729386805	-186.737018499	0.169934374847	-186.355006195	-186.544420861
319	-0.102652423011	-186.780515068	0.169658717215	-186.587308377	-186.776060596
320	-0.116270025667	-186.9287041	0.170097203851	-186.497615959	-186.691097946
321	-0.136559859324	-186.937562246	0.169955263279	-186.671753881	-186.860538392
322	-0.127792042505	-187.050518607	0.169720723582	-186.740111395	-186.933255289
323	-0.0961157902635	-187.100189124	0.169632730202	-187.07309831	-187.258397999
324	-0.132440011265	-187.202187047	0.169775164519	-186.839739113	-187.032551717
325	-0.133779153962	-187.290614752	0.169746052513	-186.802631563	-187.000604556
326	-0.0930080476127	-187.328587114	0.169544572516	-187.122585745	-187.303466886
327	-0.123697406885	-187.389877202	0.169572532867	-187.069368698	-187.258663448
328	-0.104639265194	-187.4605053	0.169512006656	-187.105674644	-187.297660988
329	-0.107349673457	-187.523722214	0.169561019681	-187.406490278	-187.588006652
330	-0.0887102292863	-187.60594901	0.16950921043	-187.168046023	-187.361887717
331	-0.11774358664	-187.643962083	0.169865789633	-187.403460937	-187.588542457
332	-0.114275063453	-187.689755606	0.169470559547	-187.6602261	-187.841532494
333	-0.109842779881	-187.846902402	0.169201644722	-187.641632093	-187.823072756
334	-0.112161303113	-187.793469884	0.169293585435	-187.597242678	-187.778048696
335	-0.0989500170819	-187.905418053	0.169230427601	-187.883871478	-188.060799076
336	-0.100094588347	-187.899373717	0.169214638017	-187.579795882	-187.773501249
337	-0.117978771557	-187.967408276	0.169480098533	-187.562955524	-187.754399512
338	-0.116892195575	-188.089628231	0.169262664475	-187.869023058	-188.057350363
339	-0.109207054245	-188.110068879	0.169358552616	-187.691404824	-187.882750289
340	-0.124047373589	-188.173808854	0.169164144554	-188.319405407	-188.497494988
341	-0.0847226080552	-188.264481128	0.169123684105	-187.895099413	-188.084303474
342	-0.126600033554	-188.316007972	0.169280262966	-187.99057114	-188.177610645
343	-0.119628354957	-188.348297446	0.16898519734	-188.086097978	-188.272903252
344	-0.10358842541	-188.407901771	0.169187993533	-188.37930067	-188.558443303
345	-0.114164084001	-188.537462193	0.169083881457	-188.089349772	-188.284455505
346	-0.11725880886	-188.60265727	0.169011677629	-188.33068984	-188.515190083
347	-0.124175485169	-188.681570271	0.168975328976	-188.338606631	-188.527551284
348	-0.0997218538409	-188.643012984	0.168791447313	-188.388239714	-188.578854968
349	-0.103222706896	-188.760260455	0.168780427638	-188.562810479	-188.750540622
350	-0.102611572663	-188.861879126	0.169018421314	-188.704902265	-188.88888624
351	-0.0948881929539	-188.94635549	0.168711842048	-188.540683438	-188.731554118
352	-0.104146416764	-188.929369357	0.168892105332	-188.915252922	-189.096774227
353	-0.110187422902	-189.044756959	0.168641282728	-188.809409774	-188.994653683
354	-0.123303179367	-189.114307592	0.16871990127	-188.995777402	-189.175813233
355	-0.116359828384	-189.191255214	0.168839638249	-189.142577029	-189.323032841
356	-0.101265535205	-189.233572086	0.168638815692	-188.872377388	-189.060255592
357	-0.0925854220676	-189.273213336	0.168589309234	-188.910487543	-189.095924848
358	-0.099692570992	-189.368509973	0.168506907915	-189.318227927	-189.49644526
359	-0.111120371233	-189.441555692	0.168231085727	-189.279906802	-189.458665128
360	-0.0996104120207	-189.523570333	0.168387006709	-189.217948488	-189.404174539
